"","EIF4EBP1","EIF4EBP1","EIF4EBP1","EIF4EBP1","TP53BP1","ARAF","CTNNB1","AR","ATM","BAD","BAK1","BAX","BCL2","BCL2L1","CTNNB1","CTNNB1","BID","BCL2L11","BCL2L11","BRCA2","JUN","RAF1","RAF1","RAF1","CASP7","CAV1","CDK1","CHEK1","CHEK1","CHEK2","CHEK2","BIRC2","CLDN7","COL6A1","CCNB1","CCNE1","CCNE2","CDH1","EGFR","EGFR","EGFR","ESR1","ESR1","MAPK1","FN1","FOXM1","GAPDH","GATA3","GSK3B","ERBB2","ERBB2","ERBB3","ERBB3","INPP4B","MAPK8","XRCC5","MAP2K1","MAP2K1","MTOR","MTOR","MYH11","CDH2","CDKN1B","CDKN1B","CDKN1B","MAPK14","MAPK14","MAPK14","TP53","RPS6KB1","RPS6KB1","RPS6KA1","RPS6KA1","RPS6KA1","SERPINE1","PCNA","PGR","AKT1S1","PTEN","RAD50","RAD51","RB1","RB1","RBM15","RPS6","RPS6","SHC1","SRC","SRC","SRC","TSC2","TSC2","XRCC1","YBX1","YBX1"
"ACH-000568",-0.067238,0.398041,0.679467,-0.148519,-0.418316,0.439178,0.343979,-0.156631,-0.236804,-0.291174,-0.203245,0.004408,-0.329234,-0.397175,-0.196971,-0.047764,-0.170326,-0.466627,-0.184547,-0.041981,-0.079791,-0.547072,0.000705,0.097731,-0.521028,-3.992186,-0.368372,-0.389323,-0.206958,-1.726232,-0.363062,0.114354,1.392255,0.350095,0.177695,0.032315,0.123103,3.751465,-1.638904,2.733676,-0.177849,2.276967,0.339272,0.299653,-0.698453,-0.64265,0.663469,3.575188,0.648564,5.116361,4.393102,1.452884,1.097451,-0.028152,-0.134025,-0.555223,0.069087,-0.374647,0.293649,0.496928,-0.178597,-0.819154,0.432357,-0.068554,0.020194,0.7121,1.107974,-0.518213,-0.70931,0.467017,1.874994,0.084078,0.15994,-0.138725,-0.953095,-0.306305,0.990896,0.542788,0.615386,0.373803,-0.098931,0.159859,0.505149,-0.639434,1.959211,1.852624,0.705267,1.073606,0.414037,1.046828,0.479069,0.809435,-0.003104,-0.104269,-0.279869
"ACH-000573",-0.109508,0.387815,0.209407,-0.18724,0.586882,-0.238666,-0.36219,-0.195224,-0.297428,0.311661,-0.115933,-0.230207,-0.097523,-0.370287,-0.608201,-0.064338,-0.295873,0.68938,0.38279,0.086664,0.002661,1.473648,1.159955,0.488231,-0.587855,1.27918,0.207665,0.173737,-0.050478,0.077028,0.036982,0.293516,-0.598166,-0.671613,0.650334,0.574863,-0.245521,-1.148815,0.065247,-0.354928,0.046808,0.104856,-0.081565,-0.180867,0.169721,1.020801,0.228709,-0.656813,0.38216,-0.593058,-0.596961,-0.303732,-0.037098,0.005836,-0.11044,-0.3385,0.143462,-0.175801,0.143361,0.021133,-0.165237,0.107311,-0.097961,0.041815,-0.011494,-0.047169,0.01888,-0.034416,-0.569272,-0.263847,-0.070553,-0.069745,-0.115232,-0.064226,2.311694,-0.519649,0.036392,0.804745,-2.404096,0.074107,0.548619,-0.87259,-1.649984,-0.644002,0.297306,-0.322825,-0.253437,-0.506744,1.245626,-0.395514,0.472289,0.430222,-0.336765,-0.075979,0.482986
"ACH-000574",-0.883325,-0.669223,-1.4665,-0.391997,0.414731,-0.209052,0.468569,1.106501,-0.296819,-0.487595,0.261696,-0.141071,1.980037,1.152514,0.217737,0.000198,0.311909,1.596958,1.232336,0.138032,-0.181572,0.305765,0.289124,0.200988,0.104001,-0.503673,-0.116949,0.006897,-0.026035,-0.395171,-0.135223,-0.173809,-0.074113,0.327665,0.807151,1.887181,0.00245,0.68674,-0.277382,-0.530684,0.234576,-0.053759,0.146768,-0.489136,-0.085891,-0.03554,-0.237464,0.142066,-0.766137,1.09473,0.213452,-0.355144,0.059714,0.186757,-0.20922,-0.683396,-0.193947,0.226945,0.182241,-0.2944,0.409944,0.818691,0.037117,0.060036,-0.106181,0.032247,0.151248,-1.098924,1.52369,0.023904,-0.488058,-0.158803,-0.113066,-0.475992,-0.29464,-0.244712,0.393869,-0.37777,-0.046077,1.061255,-0.117718,0.013385,-1.039085,1.331718,-3.860881,-3.215893,0.012847,-0.032743,-0.646481,-0.007668,-0.625072,-0.21311,0.958144,0.032599,-0.19879
"ACH-000584",0.166129,0.355644,-0.01189,-0.0896,0.151237,-0.025481,0.382262,0.443577,-0.529933,0.065985,0.226888,-0.491799,0.383701,0.116624,0.07857,0.183825,0.391038,0.214389,0.412944,-0.123836,-0.518336,0.726111,0.769854,0.727974,0.295581,-1.108282,-0.015808,0.036185,0.222933,-0.044206,0.217379,-0.362556,2.462558,0,-0.725442,-0.1973,-0.015162,2.045309,-0.465011,-0.161047,0.19709,0.33541,0.034031,-0.276667,1.900869,-1.251467,-1.952715,0.189767,0.30261,-0.47215,0.034083,0.552967,0.006096,1.778781,0.130092,-0.85586,0.024109,-0.167794,0.467515,0.154289,-0.061678,-0.064335,-0.324802,-0.174386,-0.056885,-0.002258,0.268687,0.371551,0.273924,-0.693844,0.146356,0.689682,0.275399,0.953219,-0.336779,0.134522,0.371562,-0.355828,0.5918,0.017034,0.404682,0.508324,0.755106,-0.527111,0.774305,0.221153,0.090089,0.464662,-0.214273,-0.247113,-0.391328,-0.137685,0.47637,-0.072424,0.362025
"ACH-000608",-0.516045,-0.849294,-1.144674,-0.208795,-0.41205,0.122141,0.879553,-0.003923,-0.047934,0.153035,-0.032008,-0.279237,-0.789355,0.397704,0.657088,0.058286,0.337533,0.701365,0.680089,0.271691,0.181883,-0.359984,-0.360951,-0.108451,-0.167836,-2.348988,-0.087097,-0.070257,-0.079877,-0.151668,-0.083342,0.331794,2.261839,2.062935,-0.008697,-0.385788,-0.190957,3.543759,0.944748,1.312355,0.146855,0.102856,-0.185361,0.126882,-0.427486,0.003567,-0.006389,0.303154,-0.016409,0.061074,0.56319,0.56125,-0.161721,-0.258066,1.075084,0.355667,-0.075132,0.436524,-0.06487,0,0.118948,-0.13444,0.168933,-0.165081,-0.242989,0.032891,0.195542,-0.153802,-0.384717,-0.533157,0.047653,0.00805,0.043721,0.165956,2.426865,-0.226986,-0.084177,-0.574591,0.121118,-0.088833,0.423313,-0.11705,-0.511665,-0.205825,-0.424867,-0.346821,0.701357,-0.332154,0.064968,0.544568,-0.220479,-0.142338,-0.08924,-0.002245,-0.752613
"ACH-000617",-0.439185,0.313988,-0.169674,-0.018308,0.072335,-0.254794,0.306913,-0.369748,-1.06429,-0.01826,-0.087456,-0.079404,-0.511339,0.683722,0.894563,0.064844,0.113867,0.65422,0.441236,0.173331,-0.133304,-0.543744,0.087376,0.027603,0.516389,-1.369722,-0.190573,-0.334116,0.1017,0.306383,0.151216,0.007714,1.416529,0.026923,0.244462,1.290006,0.01406,3.5556,0.16468,0.010752,0.076542,-0.430382,-0.061965,0.535727,-0.559642,-0.214766,0.252189,-0.590052,0.03546,0.417667,0.010586,0.004373,-0.078663,-0.335406,0.301795,0.472338,-0.144693,-0.285734,0.332226,0.430417,0.255324,0.252757,-0.297955,-0.213955,-0.321504,-0.155422,-0.199867,0.46119,0.395712,-0.753181,0.076424,0.398983,-0.188225,-0.190134,1.011797,0.157689,-0.008516,-0.136943,0.559281,1.111866,-0.364235,-0.019467,-0.170874,-0.007644,1.888273,2.265751,0.085438,-0.71838,0.029572,-0.904688,-1.20126,-0.584328,0.031121,0.052643,-0.203914
"ACH-000621",-0.079371,1.072124,0.568154,0.335443,0.080541,-0.251585,-1.008559,-0.4406,-0.531276,0.17778,-0.022725,-0.365859,-0.076815,0.279048,0.051353,0.036555,0.057555,-0.018226,-0.081512,-0.108961,0.034771,0.446369,1.333527,0.217544,0.712958,2.46034,-0.416268,-0.270086,0.040694,0.113752,0.627161,-0.384302,0.204278,0.264912,0.448305,1.524267,0.075659,-1.302304,0.208496,0.53382,0.083418,-0.404333,-0.056317,0.851033,2.431802,-0.465713,-0.990903,-0.445638,0.013084,0.452277,0.292184,-0.380987,-0.112709,-0.262012,0.164873,-0.042534,-0.040912,-0.627991,1.182928,1.017664,-0.207264,0.302577,-0.285103,-0.1868,-0.107728,0.277373,0.457683,-0.512911,-0.809537,0.596167,1.009672,-0.157551,-0.210384,-0.298988,0.127158,0.047299,-0.066986,0.141829,0.233211,-0.085009,-0.405881,-0.316584,-0.676152,0.543711,1.207172,1.473119,-0.412467,-0.07662,0.907256,0.207536,0.505648,-0.153511,-0.254402,0.143557,0.062615
"ACH-000635",-0.200821,-0.310638,-0.341824,-0.307648,0.167346,0.178722,0.344701,0.122474,-0.085068,0.226724,0.328035,-0.093632,-0.696589,0.086551,0.983188,0.05982,0.010449,0.079442,0.195039,-0.049599,-0.094358,-0.389611,0.123431,0.517035,-0.244835,-1.164808,-0.183939,-0.147646,-0.165396,-0.005406,-0.223755,-0.007181,4.754157,-0.139258,-0.200663,0.478079,0.116074,2.686731,-0.419162,0.065021,0.005999,0.398611,-0.178675,-0.178157,0.061015,0.021391,0.483634,0.244695,0.559989,1.560663,1.049569,0.973759,-0.028518,1.166394,-0.220962,-0.47532,-0.259957,-0.140454,0.563791,-0.188933,1.013774,-0.562,0.287285,-0.196724,-0.019854,0.388834,0.486677,0.529518,0.227658,-0.680587,0.214464,0.136296,0.016668,0.306798,0.53218,-0.392826,0.402179,0.073716,-0.543601,-0.218783,-0.059115,-0.67405,-1.07859,0.308258,1.722586,0.486584,0.533999,-0.079735,-0.352702,-0.640373,-0.388724,-0.265966,0.272189,-0.303098,-0.003175
"ACH-000643",-0.457065,-0.358305,-0.461678,-0.120279,0.033503,0.382003,0.456581,-0.105174,-0.514323,-0.027457,0.028728,-0.434336,0.076942,-0.100488,-0.060589,0.021034,-0.182917,0.397146,0.363,0.330063,0.023813,-0.862284,-0.498725,-0.157992,0.129586,2.861113,-0.278677,-0.020952,0.104303,0.174841,0.306156,-0.150441,3.835028,-0.029833,0.388955,0.333761,-0.081216,3.24086,0.492416,0.72539,-0.057965,0.382254,-0.11732,-0.268543,0.663217,0.095243,-1.084998,1.202839,-0.278824,0.57532,0.373831,0.624132,-0.094713,0.235556,0.072183,-0.936746,-0.172245,-0.317401,-0.325477,-0.224345,0.347196,-0.076164,0.089741,0.320439,-0.102781,-0.036029,-0.42491,0.092742,-0.238457,0.044008,0.411679,0.085361,-0.071845,0.152777,0.500663,-0.317171,0.192496,-0.315669,-0.392208,-0.136034,0.139898,-0.75625,0.454322,-0.344302,-0.746735,-0.924928,0.388334,-0.019932,0.166864,0.577274,-0.545362,0.012693,0.059268,0.151399,-0.2653
"ACH-000646",-0.71518,0.144731,-0.938175,-0.101199,-0.280629,0.457818,0.166634,0.1991,0.295242,-0.001693,0.244261,0.867339,-0.621665,0.72856,-0.656981,0.157409,0.308366,0.108937,0.123468,-0.058747,0.301133,-0.392378,-0.352805,0.023196,0.007977,-0.785422,-0.068427,-0.011071,0.030706,0.525654,0.682684,-0.148718,2.464054,-0.011635,-0.287259,1.760282,-0.16943,2.517677,0.632184,0.552259,0.227406,0.160266,0.173354,-0.317856,-0.360539,-0.404131,-0.260345,-0.334061,-0.583125,0.31459,0.657376,1.393508,0.004977,0.199592,-0.174416,0.544641,-0.914324,-0.359261,-0.687736,-0.178825,-0.76924,-0.401418,0.05408,0.001471,0.065106,-0.389413,-0.545316,-0.675758,0.142426,-0.541004,0.478473,0.53921,0.363749,0.202345,1.512693,-0.341311,0.385063,-0.125482,-0.647369,-0.150352,-0.491789,0.043934,-0.293961,0.030459,0.194723,-0.005059,0.186297,0.40823,0.001105,-0.652205,-0.734732,-0.193738,0.529021,0.13572,0.179755
"ACH-000657",0.753555,1.025781,1.357088,0.448512,1.171533,-0.36258,-0.581854,-0.051937,0.998341,-0.2018,0.170315,0.666966,0.178058,-0.153689,-1.197236,-0.22287,0.076733,-1.5151,-0.796101,-0.435365,-0.536674,1.145341,0.759765,0.529028,0.4804,-2.953479,0.759428,0.266345,-0.04845,0.899534,0.066174,0.208774,-0.559576,-0.162663,0.165418,0.938809,-0.057813,-1.46867,-0.881994,-0.250194,0.074589,-0.122472,0.170418,-0.298063,0.110436,-0.618998,-0.699969,-0.534699,0.001563,0.134747,-0.190813,-0.732946,0.03087,-0.085187,-0.28984,0.81774,-0.145074,0.309441,0.368173,0.201118,-0.085787,0.05984,-0.041524,-0.092565,-0.115412,0.057731,0.17175,-0.035266,-0.273596,0.449106,0.853506,-0.00858,-0.042497,0.614369,0.446293,0.17075,-0.002974,0.429183,-0.116688,0.155529,0.110321,0.045529,-0.307817,-0.020985,-0.369865,-0.53024,0.202933,-0.178344,0.929666,0.582706,0.225303,0.045195,0.071216,-0.046844,0.001066
"ACH-000663",0.32337,1.248291,0.613829,0.420367,-0.66655,0.028532,-0.834314,-0.192939,-0.137792,-0.005161,-0.028561,-0.10245,-0.555909,0.249442,-2.390136,-0.228038,0.167849,-1.019753,-0.905738,0.092472,0.686485,-0.42828,-0.225346,0.066883,-0.187133,3.137672,-0.272015,-0.255293,0.116501,-0.221966,-0.256245,-0.253526,-0.366134,0.096542,-0.642041,0.113312,0.19248,-0.66922,1.063641,-0.227707,-0.143304,-0.407403,-0.140788,0.181948,0.081965,0.156874,0.488642,-0.251386,-0.328298,0.506386,0.424844,-0.302627,-0.233634,-0.375204,0.493455,0.114894,-0.096046,0.534755,-0.404635,0.062436,0.363564,-0.499515,-0.135335,-0.095474,-0.172289,-0.178681,-0.388854,0.264816,-0.311454,-0.54661,1.034359,0.078697,0.467221,1.168503,3.526173,-0.041552,-0.566489,-0.024311,-0.019824,-0.421849,-0.002233,0.225813,0.584512,0.230181,0.267708,0.382356,-0.264663,-1.089238,-0.274412,-0.844149,-0.577966,-0.205246,-0.40454,0.248233,0.653054
"ACH-000668",-0.710778,-0.420148,-0.727408,-0.4834,-0.534111,-0.192914,0.2525,0.287661,-0.351655,0.278863,-0.153547,0.353723,-0.558142,0.256796,1.062193,0.281362,0.012863,0.880591,0.631759,-0.157506,-0.395282,-0.588948,-0.387401,-0.06867,0.096374,-1.687904,-0.465261,-0.182075,0.547804,0.704919,0.043321,-0.346148,4.664493,-0.137919,-0.161988,-0.535835,1.044652,3.677143,1.000352,0.635184,-0.076139,-0.346299,0.057676,0.981301,-0.775097,0.566089,0.686714,1.341271,0.171175,0.443683,0.206539,0.329003,-0.256363,-0.28172,-0.059436,-0.591069,0.63623,-0.090908,0.430573,0.278381,-0.065081,0.088514,-0.219487,-0.135178,-0.321222,0.241121,0.604475,0.180292,1.3476,-0.678737,-1.196305,0.828196,-0.361697,0.103962,-0.834127,0.153653,-0.194665,0.220023,-3.033858,0.022967,0.121838,-0.476769,-1.533025,0.118515,-0.718458,-0.75528,0.55711,-0.428983,-0.131825,0.016793,-0.24754,0.255492,-0.56294,-0.160723,-0.287553
"ACH-000688",-0.29976,0.343197,0.110671,0.163377,-1.062184,0.067224,0.121794,-0.137465,0.678011,-0.056833,0.093594,-0.799061,-0.329012,-0.160829,0.08747,0.013531,-0.161559,-1.0159,-0.83565,0.421417,0.184235,0.590244,0.866603,0.239874,-0.476079,1.972996,0.061709,-0.082351,-0.172017,0.044648,0.052257,0.198517,-0.216023,-0.126334,0.29515,0.581485,0.454753,-0.349113,0.575051,-0.096219,-0.168101,-0.050807,-0.10324,0.143827,3.453494,-0.649434,-1.096125,0.019772,0.166785,-0.749138,-0.327245,-0.255217,0.042986,0.270663,-0.22589,0.113512,0.0165,0.050359,-0.218891,0.139621,0.563524,0.854985,-0.302425,-0.038806,-0.049973,0.257288,-0.008231,-0.530103,0.145151,-0.155448,0.547506,-0.218609,-0.337108,-0.072124,4.315862,0.043228,-0.295105,-0.032078,-0.837636,-0.058843,0.196493,-0.333312,-2.024023,-1.209894,0.635251,0.624701,-0.095754,-0.461849,-0.018737,-0.122314,0.014933,-0.170642,-0.184019,0.360943,-0.24771
"ACH-000696",0.851933,-0.349601,0.412347,0.494956,0.072659,-0.372877,-0.091641,-0.04357,0.415042,-0.028099,0.101762,-0.203942,-0.207347,0.037347,0.667869,-0.0769,0.014289,-1.588582,-0.924534,0.174734,0.534518,1.033526,1.021558,0.373067,-0.464721,3.553152,-0.171158,0.034893,-0.202271,-0.245443,-0.386605,0.180938,-0.616865,-0.127066,0.347729,0.947379,0.595552,-1.192987,0.961193,0.173478,0.006389,-0.343817,-0.026697,-0.161222,1.652325,0.032175,0.91424,0.147315,0.407252,0.001217,-0.155016,1.383226,0.129281,-0.075513,0.232153,0.377887,-0.246393,-0.013417,0.149149,-0.126456,-0.05675,0.428883,0.001468,-0.139994,-0.31573,-0.140231,-0.106394,-0.711344,0.671882,0.595467,-0.774014,0.18669,-0.000111,-0.469049,2.218371,0.259915,-0.105131,-0.390857,0.325494,-0.013368,-0.013249,-0.786762,-1.249761,-0.243068,0.465343,0.315021,-0.106692,-0.117706,0.61291,0.041203,0.642725,0.030698,-0.124984,-0.180034,-0.182749
"ACH-000699",-0.292465,0.61884,0.278003,-0.057549,0.452823,0.278541,0.306071,-0.0095,-1.596426,0.264592,-0.122011,-1.0861,-0.505634,0.045603,1.531783,-0.103476,-0.127366,-0.738049,-0.595556,0.380943,-0.015885,0.276603,0.300317,0.062395,-0.054466,4.047202,0.037259,-0.180543,-0.001742,0.638784,0.417674,-0.135755,-0.591278,0.310478,-0.048736,0.337551,0.316353,-0.758948,0.393746,-0.440605,-0.196221,-0.358171,-0.028446,-0.006714,2.228261,0.969868,1.617936,-0.065588,-0.263614,0.61449,-0.254378,-0.462953,-0.006621,-0.972996,-0.428223,-0.124004,0.334954,-0.437194,0.080443,0.261224,1.409471,0.852863,-0.080114,0.052831,-0.049839,-0.018519,-0.063173,-0.712135,1.570629,-0.545822,-0.05648,0.52811,0.055135,-0.172694,-1.224593,-0.067157,-0.470363,0.936286,-2.858041,-0.404585,0.439045,0.238647,0.760353,0.658341,0.842597,0.913935,-0.323275,-0.06819,-0.168738,-0.131006,0.13523,0.442702,-0.265487,0.38494,-0.22339
"ACH-000701",-0.960294,-1.09102,-1.358306,-0.464995,-0.408742,0.053705,0.855894,0.020092,-0.02508,-0.196289,-0.06322,-0.198671,0.068798,0.598313,1.133128,0.198521,0.183207,1.181178,0.796376,0.338848,-0.191881,-0.130935,-0.059914,0.230895,-0.577666,0.771998,-0.056721,-0.413352,-0.344123,0.070896,0.039912,-0.23168,2.29036,-0.26544,-0.536406,-0.020157,-0.009042,5.016611,1.436788,0.581712,-0.019029,-0.000632,0.010779,-0.160601,-1.243933,-0.110557,0.861044,1.962426,-0.113387,0.637312,0.300791,0.671298,0.003588,0.231716,0.778336,0.57555,-0.13504,1.281788,0.207653,0.057209,-0.231929,-0.289305,0.040319,-0.106326,-0.342883,0.849985,0.069326,0.788672,-0.037697,-0.213168,-0.854886,-0.544257,0.055289,0.778141,-0.50547,-0.329683,-0.078337,-0.04888,-0.153713,0.690079,0.108087,1.209918,-0.354003,0.479455,-1.570311,-1.689218,0.732517,-0.776893,-0.400749,0.087966,-0.166294,0.076298,0.619928,-0.239957,-0.411595
"ACH-000704",-0.742427,0.051344,-0.754154,0.081002,-0.198737,0.253521,0.27618,-0.046901,0.519934,-0.103357,-0.123662,0.131339,-0.258011,-0.122082,-1.260321,0.008869,-0.062831,0.044959,0.120597,-0.197481,-0.228107,1.030284,1.17778,0.698964,-0.538374,-2.013028,-0.086867,-0.319365,-0.349354,-0.071675,-0.27975,0.101055,-0.29026,-0.084215,0.061975,0.423051,0.245125,2.244889,0.167956,0.184741,-0.038196,-0.146468,-0.171092,-0.122753,0.877857,-0.393302,-0.955499,-0.007346,-0.218346,0.398133,0.566041,0.061738,-0.210019,-0.223915,-0.375604,-0.440057,-0.11936,0.323909,-0.000271,0.136724,-0.083328,-0.267853,-0.062973,-0.131511,-0.091166,0.058161,0.019342,-0.988039,-0.40536,-0.381929,0.129006,0.385282,-0.000525,0.084597,-1.193041,0.07092,-0.084123,0.28854,-0.418744,-0.186626,-0.061752,0.088207,0.101327,-1.573795,1.588408,1.24389,0.259699,0.218115,0.027609,-0.467133,0.149236,0.361689,0.178637,0.140492,0.24125
"ACH-000711",1.074573,1.56144,1.55198,0.952848,-0.557461,0.695387,0.074892,-0.360176,-1.287076,0.183409,-0.329613,-0.438767,-0.644305,-0.357434,-0.100804,0.130866,-0.407187,-0.05168,-0.101839,0.010924,0.575849,0.393094,0.527671,0.83186,-0.700621,0.891618,0.072195,-0.207146,0.023719,0.122235,0.109041,-0.428966,2.267862,0.634939,1.412802,0.528973,-0.027665,2.787141,0.587342,0.313056,-0.242336,0.317903,-0.312259,-0.497338,-0.545999,1.09597,0.113963,1.241047,0.567178,2.468605,1.353556,0.730167,0.049846,-0.332185,0.229774,-0.26431,0.089597,0.955154,-0.515367,-0.143014,-0.284171,-0.588276,-0.444492,-0.244142,-0.212139,0.496168,0.760642,0.705415,1.986863,-0.222106,0.901391,-0.055015,0.076319,0.843494,2.672306,0.50076,-0.027381,0.907621,-0.30659,-1.445997,0.666507,-0.476761,0.098572,-1.325714,0.305193,0.338708,0.389433,0.394509,0.53142,0.26288,0.011964,0.342669,-0.166856,-0.371076,-0.090126
"ACH-000713",-0.970395,-0.545579,-0.958976,-0.188669,0.194514,-0.292816,0.099301,-0.306941,-2.066298,0.022955,0.126296,-0.529534,-0.674954,0.390917,0.597609,-0.00566,0.111911,0.116505,0.206069,0.191168,0.341954,0.677278,0.498689,0.278575,0.62943,-1.999643,0.474357,-0.506882,0.068376,0.716717,0.238349,-0.719108,4.290236,-0.133488,-0.331845,0.706446,0.260614,3.126147,0.786103,0.964938,0.034438,-0.22173,0.006075,0.435505,-0.089799,0.442848,2.233423,-0.406112,0.181997,0.346248,0.3203,0.559251,-0.058156,-0.143941,0.2906,-0.030122,0.321711,0.467435,-0.152146,0.120018,0.016159,-0.17928,-0.147882,-0.191079,-0.130105,-0.414658,-0.778933,-0.601645,-0.649795,-0.324563,0.148926,0.216494,0.502485,1.042713,-0.443615,-0.197578,0.023612,-0.323265,0.461323,0.028571,0.019406,-0.740525,-0.252878,-0.159624,1.25141,1.729075,0.530334,-0.804953,0.141233,-0.133977,-1.01254,-0.437902,0.045942,0.166975,0.060292
"ACH-000719",-0.110067,-0.307035,-0.010143,-0.048771,0.855702,0.18759,0.497533,-0.035943,1.156555,-0.105592,0.084362,0.157088,2.153164,-0.00827,0.524037,0.108818,0.146355,1.304998,1.10266,-0.06855,0.128379,-0.30216,-0.056586,0.270854,0.104714,-2.368652,-0.261787,-0.694841,-0.037172,0.113391,-0.018006,-0.116023,2.157896,-0.027193,-1.793113,0.571746,-0.121208,3.873369,0.368693,0.721814,0.016463,0.21994,-0.029316,-0.74794,-0.101864,-1.236808,-0.970683,0.238821,-0.471589,1.432701,0.731881,0.99381,-0.036399,0.433327,-0.205527,0.441061,-0.246922,0.567435,0.255758,0.293686,-0.202013,-0.19409,0.090141,0.230191,0.02593,-0.466812,-1.003835,-0.321062,-0.3568,-0.298046,0.075144,0.124445,0.025918,0.626757,-0.581405,-0.463796,0.209907,-0.193819,-0.306256,-0.126017,-0.253844,-0.180386,-0.795744,0.193252,1.376271,1.507423,0.900269,0.019658,0.284154,0.132793,-0.241802,0.752321,0.241644,0.015803,-0.201114
"ACH-000721",0.178969,-0.303933,-0.793312,-0.153905,-0.402249,0.380295,-0.449794,0.077209,1.217316,-0.256633,0.79892,-0.633747,0.473624,-0.562662,-3.509978,0.012634,0.012717,0.569137,0.565383,-0.131369,0.096537,-0.236594,-0.53775,0.04216,0.496092,2.514715,-0.046744,0.029846,-0.17586,0.033719,0.166339,0.520361,-0.024484,-0.228427,0.787259,0.696995,0.20901,-1.010629,-0.584421,-0.517277,0.013612,0.299315,-0.090511,-0.36199,-0.423395,-0.289753,-1.195457,0.061526,0.210846,-0.827009,-0.301462,-0.812336,-0.024981,0.453989,0.704058,-0.993456,-1.064194,-0.140429,0.11322,0.052557,0.139078,-0.113913,0.226693,0.333395,0.202629,-0.125755,-0.604192,-0.78225,-0.255632,1.759337,0.750687,-0.358782,0.131427,-0.084033,0.216774,-0.234995,0.341622,-0.314928,-0.323902,0.646047,0.220679,-0.365037,0.003287,0.541781,0.254512,0.771627,0.163081,0,-0.263344,-0.222886,-0.62253,-0.163506,-0.089573,-0.313739,0.026951
"ACH-000725",0.108885,0.44374,0.20698,-0.040618,-0.385166,0.583685,0.460001,3.760453,-1.460566,-0.082964,-0.239221,-0.295386,-0.254626,-0.036373,0.094662,0.162506,0.212398,-0.046608,0.075572,-0.252215,-0.260031,-1.268922,-0.15139,-0.120429,0.062559,-3.19813,-0.397748,-0.308954,0.037563,0.100598,0.087312,0.008172,1.577479,0.442372,-0.419819,-0.30731,0.590323,3.841488,-0.661959,1.146,-0.141344,-0.013904,-0.124091,-0.505536,-1.028108,-0.371555,-0.720069,2.956744,0.327814,4.244729,2.908467,1.404949,0.323314,0.428819,-0.239349,-0.644433,-0.250389,-0.711643,0.367406,0.651745,-0.315084,-0.265249,0.419572,0.090842,0.144313,0.087245,0.131795,-0.549297,-0.155463,0.327031,1.159634,0.607289,-0.114564,-0.273171,-0.716708,0.12602,0.032469,0.464611,1.090763,-0.306027,0.049482,-0.178756,0.027439,0.09234,1.169866,1.56502,0.233561,-0.896484,-0.362732,0.292096,-0.132732,0.228612,0.118947,-0.253984,-0.499644
